Sb,Sd,Added,gr,timediv,score,Replica
16.457476105939865,31.066655476782266,14.609179370842401,0.6353552243396259,1.1666666666666667,0.9836959193219017,1.0
12.626816117221937,31.408781280940776,18.781965163718837,0.5467588180564594,2.5,0.9719069925397845,1.0
17.61276761004864,38.564984093122405,20.952216483073766,0.3358802766352543,7.166666666666667,0.9994065334995013,1.0
22.051274527190174,40.57255394513195,18.521279417941777,0.45729106867230473,9.0,0.988389439138936,1.0
18.24716227283713,35.61328967436073,17.3661274015236,0.40122557857041735,1.8333333333333333,0.9989521381832724,1.0
15.632698969457255,31.131307433389853,15.498608463932598,0.4133095046415593,3.5,0.9519563791988773,1.0
17.667745140542067,32.6400280327852,14.972282892243136,0.26305659438482715,5.5,0.8348724750832106,1.0
16.992449692466803,38.330053947588105,21.337604255121303,0.48807910630845913,7.5,0.990581442289608,1.0
15.08148015714682,52.165633020308846,37.084152863162025,0.46535864827072776,9.666666666666668,0.9634504548140977,1.0
27.604238305277185,38.614775565317025,11.01053726003984,0.25174925038034884,1.6666666666666667,0.9470054997887971,1.0
20.313423340915907,44.862203787393156,24.54878044647725,0.33956303054328263,3.5,0.9483258563945471,1.0
29.999664786496396,39.724969463329856,9.72530467683346,0.2105953019284744,9.333333333333332,0.9433318586212214,1.0
32.47500629082049,58.47694921636587,26.00194292554538,0.5881618898285645,14.833333333333334,0.999667771683437,1.0
17.46310950099156,34.55353503895771,17.09042553796615,0.4094515405181799,3.166666666666667,0.9225121742169142,1.0
18.742466701995202,33.41685719326044,14.674390491265239,0.34696114995419847,4.833333333333334,0.872057840188498,1.0
13.01631961070238,31.769654312371784,18.753334701669402,0.44615382122247504,8.0,0.9823674321648241,1.0
16.61206126335516,47.34877530657422,30.73671404321906,0.3927794778527955,10.333333333333332,0.9902124401204778,1.0
14.733561432185374,28.611597846056195,13.878036413870822,0.4977631294498486,1.0,0.9985844788071087,1.0
13.69067887160714,31.323243485719868,17.632564614112727,0.496587119034661,2.5,0.9951175810061637,1.0
13.41636896885257,35.640807715925256,22.224438747072686,0.24425393480944893,5.333333333333333,0.8086417688862894,1.0
16.804438272923626,34.135266994341485,17.33082872141786,0.4252128228758458,8.166666666666666,0.9943985105555921,1.0
14.976863561453385,33.401110336168415,18.42424677471503,0.40104128096538477,2.6666666666666665,0.8978006602531243,1.0
13.67029151087019,34.15850564310552,20.48821413223533,0.4578933233908959,4.666666666666667,0.9082937049069771,1.0
18.701873557710446,40.93859836639556,22.236724808685114,0.19586240856649545,4.333333333333333,0.9427651866113541,1.0
